state rawpoll_trump adjpoll_trump
"Maine CD-1" 30.9 35.44125
Massachusetts 19.79 28.31149
Wyoming 45.91 53.76211
Wisconsin 37.0 41.59955
U.S. 44.09 41.47621
Texas 48.31 48.33587
Pennsylvania 42.79 43.3344
Florida 44.0 44.81067
U.S. 36.0 42.39615
Florida 47.0 49.45872
California 31.0 31.85376
U.S. 36.0 41.28237
Delaware 23.36 31.07304
Arizona 44.0 45.63843
Maine 41.51 49.88003
U.S. 37.4 39.58817
Iowa 48.82 48.79515
Mississippi 45.98 53.47273
U.S. 39.0 41.40643
Kentucky 33.6 42.43925
Minnesota 34.63 34.4659
"District of Columbia" 15.3 23.54303
U.S. 39.0 41.63389
Missouri 47.0 48.18456
Montana 53.6 52.20478
"South Dakota" 31.07 38.92811
"New Mexico" 22.73 30.71335
Oklahoma 53.86 53.02135
Alaska 37.74 45.66871
U.S. 44.1 42.36782
Arizona 42.0 45.87823
Illinois 33.37 33.63927
Colorado 45.22 44.28392
U.S. 37.0 41.32363
Louisiana 49.56 49.89899
U.S. 38.3 40.48138
U.S. 41.0 43.56364
Pennsylvania 36.0 41.0506
Virginia 39.2 41.03451
Wisconsin 42.0 42.08724
U.S. 35.0 40.4081
U.S. 34.0 38.20976
Texas 40.0 44.35162
Georgia 42.67 50.35972
U.S. 40.0 45.10266
Florida 39.19 47.14346
"New Jersey" 32.22 33.09105
"New Hampshire" 37.61 45.98459
U.S. 44.39 41.73796
"North Carolina" 46.0 47.97221
Kentucky 36.64 44.46912
U.S. 37.0 39.18385
"New Hampshire" 36.28 36.06244
Kansas 28.62 36.5977
Maine 28.63 36.71481
Mississippi 49.94 50.31246
"District of Columbia" 28.46 36.90028
U.S. 36.0 40.29806
"New Hampshire" 42.0 43.32928
U.S. 33.47 41.45911
U.S. 36.7 38.88955
Idaho 54.9 54.04868
California 23.74 24.30806
"South Carolina" 40.78 48.38972
Virginia 38.0 40.55298
"New York" 31.0 35.5012
"West Virginia" 40.3 48.10781
Washington 27.99 36.20386
"West Virginia" 51.74 52.36332
Ohio 40.0 42.79527
Vermont 28.19 36.28724
Delaware 32.95 33.19141
Texas 41.49 49.38968
Louisiana 45.71 53.32278
"North Carolina" 43.58 43.57975
Illinois 32.23 40.17606
U.S. 37.0 40.05741
U.S. 44.92 43.18856
Tennessee 42.73 50.54712
Arkansas 45.44 53.25941
"New Mexico" 37.92 34.57756
Maine 38.19 38.35455
Minnesota 25.42 33.52996
Michigan 33.0 37.1883
Wisconsin 32.0 36.29942
Arizona 45.0 49.23598
U.S. 35.0 38.88078
U.S. 45.86 43.1749
"North Carolina" 40.0 44.00455
U.S. 35.0 38.86881
U.S. 35.9 38.12241
U.S. 32.5 36.22523
Kentucky 53.57 53.90909
Oregon 32.0 36.18242
Idaho 44.0 47.34498
"North Carolina" 36.78 44.57621
"New York" 27.7 35.70811
U.S. 41.0 43.55
Arizona 35.87 43.91757
Kentucky 34.0 41.92724
Colorado 25.52 33.66574
Colorado 37.0 41.67363
California 26.89 34.90247
Georgia 46.0 48.7859
U.S. 46.0 47.87347
Virginia 36.57 44.47073
Connecticut 26.58 34.67225
Michigan 28.98 36.99433
U.S. 37.7 39.96264
Oklahoma 53.0 54.76375
U.S. 35.0 40.48261
Missouri 30.38 38.29215
U.S. 44.77 43.04669
Wyoming 45.26 53.2825
Montana 36.3 44.20473
Kansas 44.0 47.3534
Kentucky 53.99 54.66709
U.S. 44.0 46.96476
Maryland 23.09 30.8838
U.S. 36.6 38.90813
"New Hampshire" 44.0 43.71223
"North Dakota" 39.19 47.36623
Iowa 29.27 37.30844
U.S. 46.71 43.98715
Indiana 35.07 42.95138
"North Carolina" 41.0 45.19364
Maine 35.0 37.77915
Indiana 48.0 50.32117
Maine 32.0 36.41659
"Rhode Island" 30.9 39.3381
Oregon 26.47 34.54209
Florida 44.3 47.41176
Arkansas 49.15 49.42163
Wisconsin 27.22 35.31179
Arizona 39.0 43.53882
Nebraska 54.47 54.14243
Indiana 53.53 52.66497
Kansas 36.0 40.72079
Maryland 33.88 34.27601
Idaho 46.46 54.3025
U.S. 38.0 42.68181
"New Hampshire" 40.0 41.14356
U.S. 39.2 41.55087
U.S. 44.5 42.7584
U.S. 42.0 42.96093
Georgia 43.74 51.34072
Michigan 38.0 42.49317
Massachusetts 22.82 31.22055
Kansas 50.8 49.96148
U.S. 36.0 39.97438
Iowa 50.74 50.86179
Florida 42.0 44.28366
Oregon 41.36 41.55061
Wisconsin 39.0 40.83936
U.S. 46.7 43.93503
Kansas 43.0 47.58577
Pennsylvania 33.6 41.48054
"New Hampshire" 38.63 46.81157
Missouri 50.79 50.80176
Vermont 18.62 26.90447
Tennessee 47.02 47.29256
Nevada 45.02 44.764
Alaska 39.0 43.66389
Delaware 30.04 37.91388
U.S. 39.7 42.07272
Connecticut 37.36 38.04454
Pennsylvania 42.35 42.56973
U.S. 38.0 41.83821
Hawaii 21.25 29.75226
Ohio 40.0 44.4522
U.S. 38.4 40.79384
"Maine CD-1" 33.0 36.14523
Alabama 56.59 64.1454
U.S. 38.0 44.05186
"New Hampshire" 38.66 38.77444
Delaware 28.07 28.5746
"West Virginia" 49.23 50.13043
Virginia 39.0 42.7788
U.S. 39.0 42.75608
Colorado 39.0 42.14267
"New Mexico" 43.19 40.12782
U.S. 47.36 44.55395
"New Mexico" 26.02 33.84927
Idaho 56.14 55.57088
U.S. 42.0 44.61755
Montana 52.31 51.20613
"New Jersey" 37.0 40.77546
"District of Columbia" 32.39 41.14975
Nebraska 38.05 45.84713
Oregon 40.95 41.52575
U.S. 36.0 40.06905
U.S. 44.24 42.4795
Ohio 35.84 43.8245
"New Jersey" 34.19 42.25492
Mississippi 51.15 51.73492
Texas 39.0 43.72511
Oklahoma 54.94 54.22214
"West Virginia" 57.0 58.77832
Texas 48.1 48.02119
Michigan 39.05 38.77807
"North Carolina" 42.0 44.63941
Tennessee 44.0 47.51492
"New Hampshire" 41.0 45.85197
U.S. 37.3 39.74448
U.S. 37.0 41.16974
"South Dakota" 30.11 38.13892
California 33.0 33.97792
Washington 35.21 35.44957
U.S. 47.83 44.97465
Alaska 39.24 47.34436
Ohio 42.81 42.93542
Minnesota 35.94 35.84136
Massachusetts 30.28 30.59702
U.S. 36.0 39.20222
Illinois 30.81 30.97514
"Maine CD-2" 37.0 39.33068
"North Dakota" 45.08 53.54823
U.S. 38.6 41.08257
"New York" 34.06 34.74175
Ohio 43.0 44.31431
Nevada 46.0 46.90951
Pennsylvania 41.0 42.35532
"North Carolina" 45.0 46.19941
Mississippi 52.31 59.67759
Nevada 33.06 40.95378
U.S. 33.51 41.39861
Louisiana 51.87 52.31322
Wyoming 58.22 66.51849
"New Hampshire" 34.38 43.06723
U.S. 41.0 44.39929
U.S. 43.88 42.08923
U.S. 38.0 42.13052
Florida 46.4 47.25067
Illinois 29.52 37.47785
"Rhode Island" 30.19 38.94736
U.S. 34.0 38.69699
Nevada 34.44 42.18498
Washington 24.67 32.77473
U.S. 36.9 39.41331
Montana 28.94 37.01874
U.S. 48.51 45.61327
U.S. 37.0 41.61383
Vermont 18.36 26.94773
"North Carolina" 41.89 49.59312
Pennsylvania 38.0 42.30945
Pennsylvania 36.0 39.99638
"North Carolina" 38.0 41.8754
Ohio 41.0 45.1455
Nevada 44.0 48.15983
Nebraska 51.22 51.16797
Virginia 27.0 34.80363
Arkansas 45.52 53.195
Wisconsin 41.09 41.24138
Colorado 43.82 42.952
"South Carolina" 45.0 49.06026
Delaware 28.33 36.46439
Michigan 41.67 41.34498
"South Carolina" 50.55 51.10073
Kansas 30.92 38.74395
Maine 35.15 43.42118
Maine 39.71 40.19233
Arkansas 51.28 51.80923
U.S. 36.8 39.36182
Arizona 45.74 45.65008
"West Virginia" 35.52 43.49516
U.S. 29.0 33.38724
Maine 27.83 36.40306
Mississippi 54.84 62.3447
Texas 39.97 47.88126
U.S. 49.38 46.43312
Michigan 30.85 38.76286
U.S. 37.0 41.17023
Florida 37.09 45.05528
U.S. 44.28 42.46245
Louisiana 45.73 53.21056
Colorado 28.19 36.22923
Minnesota 28.42 36.42482
Kentucky 35.16 42.84414
Georgia 40.0 44.0474
Arizona 32.92 40.86483
Iowa 41.0 42.66837
Connecticut 31.5 39.43174
California 27.38 35.40456
"New York" 30.76 38.78018
Arkansas 47.0 51.27303
Indiana 53.13 52.45639
U.S. 38.0 44.52447
Idaho 43.51 51.52223
Virginia 36.0 40.33717
Missouri 29.66 37.47461
U.S. 38.8 41.41439
Arkansas 35.42 43.25323
U.S. 49.02 46.02295
U.S. 44.0 46.38483
Iowa 49.46 49.86966
U.S. 39.0 41.50051
Ohio 33.0 38.8593
Nevada 33.54 41.44801
Hawaii 31.59 39.79706
Oklahoma 35.91 43.54692
Kansas 49.42 48.86096
U.S. 43.95 42.10387
"Rhode Island" 23.5 32.65104
U.S. 37.0 41.21294
U.S. 42.0 43.35406
California 28.38 28.84469
"North Dakota" 45.58 54.40829
Maryland 27.0 30.49259
Tennessee 47.7 55.37284
Montana 60.2 59.31
U.S. 38.0 40.63243
Connecticut 37.48 38.45985
"New Mexico" 29.76 37.75809
"South Dakota" 43.0 51.30556
"South Carolina" 45.73 53.20768
Nevada 41.48 41.49189
U.S. 42.0 42.41535
U.S. 38.6 41.26597
U.S. 36.0 41.47446
U.S. 35.0 39.87086
Nevada 44.0 46.67907
Virginia 37.51 37.56842
Florida 40.0 44.42582
U.S. 45.28 43.39971
Missouri 53.43 53.63663
Alaska 44.22 52.95971
Hawaii 27.69 36.55628
Wisconsin 31.0 33.57837
Maine 28.42 37.36531
Pennsylvania 37.06 44.84422
"West Virginia" 54.04 55.1437
Iowa 29.81 37.69111
Wyoming 46.76 55.39881
Idaho 55.85 55.48794
"New Hampshire" 35.71 36.06858
U.S. 36.0 40.22709
U.S. 48.95 45.90814
U.S. 44.0 48.03253
Indiana 32.52 40.30502
Alabama 48.39 55.81656
U.S. 40.0 42.50602
Washington 36.92 37.38824
U.S. 39.9 42.61243
"New Jersey" 32.62 40.58152
Delaware 30.62 39.07563
Indiana 40.0 43.04773
Delaware 23.53 24.2275
Florida 41.0 43.88285
U.S. 40.0 43.94742
"West Virginia" 35.28 43.52622
Tennessee 49.74 50.20773
"New Hampshire" 20.7 29.77275
Maryland 29.03 29.61846
U.S. 36.0 41.54896
"Rhode Island" 19.93 29.38605
Nebraska 41.65 49.61375
"New York" 37.0 38.53671
Oklahoma 53.18 52.71415
Minnesota 33.76 33.8784
U.S. 41.0 41.68561
Wisconsin 27.71 35.69735
U.S. 49.31 46.21368
Louisiana 54.2 54.87228
"District of Columbia" 21.78 30.93371
Montana 34.93 43.29058
Mississippi 58.25 58.99002
U.S. 45.75 43.83146
"North Carolina" 43.72 43.94416
Florida 42.0 45.21369
Florida 42.36 50.2257
U.S. 40.7 43.4599
Alaska 41.15 49.53887
Illinois 35.0 38.71767
Oregon 28.75 36.66277
Delaware 22.13 23.51564
Ohio 33.55 41.43417
U.S. 36.0 40.23935
U.S. 36.0 40.23903
U.S. 41.2 45.10279
Massachusetts 22.87 31.09185
Louisiana 53.54 61.16543
"New Mexico" 33.0 35.89179
Maryland 28.62 36.2709
Alabama 52.94 53.62464
U.S. 42.0 44.4808
Oklahoma 44.2 51.99253
Nebraska 55.65 55.80007
Colorado 43.13 42.48305
U.S. 36.8 39.61214
Texas 51.13 51.17544
Florida 45.16 45.90662
Colorado 38.0 40.80167
Massachusetts 31.09 31.67016
U.S. 49.07 45.91337
Virginia 37.08 37.47176
Illinois 36.18 36.47385
Idaho 42.37 50.65715
U.S. 41.0 44.92573
Nevada 40.0 43.66777
"New York" 29.97 30.78643
"New Mexico" 47.6 44.74343
Kentucky 40.67 48.51299
U.S. 40.0 41.51653
U.S. 34.8 37.66116
California 28.0 32.50723
Vermont 12.63 21.59169
U.S. 37.0 41.24048
Georgia 47.77 47.76859
Oklahoma 48.0 53.07769
Wisconsin 39.63 39.99638
"South Carolina" 48.91 49.62788
Pennsylvania 48.0 48.69281
U.S. 47.69 44.50481
Florida 48.5 49.86742
"New York" 35.0 36.88119
U.S. 41.0 43.45879
U.S. 45.52 43.5684
Georgia 45.5 48.17782
Illinois 25.35 33.20855
Arkansas 49.8 50.51797
Montana 46.87 46.71252
Kansas 29.59 37.58241
Connecticut 31.8 39.9076
U.S. 36.0 40.22992
U.S. 34.0 36.90622
Maryland 28.0 29.5264
Georgia 39.2 46.66921
Maine 32.89 33.6059
"South Carolina" 40.95 48.57235
Pennsylvania 46.46 46.5747
"New York" 31.27 39.18849
U.S. 42.0 44.67784
U.S. 37.0 41.24239
California 28.33 36.2527
Wyoming 42.45 51.35248
Pennsylvania 44.0 44.88871
"New Mexico" 41.45 39.30849
Washington 25.27 33.21349
U.S. 34.58 42.32011
Texas 40.37 48.18374
U.S. 37.8 40.73935
Arkansas 35.13 43.21951
U.S. 46.13 44.14065
Kansas 51.62 51.26599
Oregon 32.0 34.24483
U.S. 38.0 41.18552
Iowa 43.91 44.53094
Tennessee 41.49 49.32092
U.S. 47.66 44.45261
Mississippi 56.57 64.29678
"West Virginia" 54.98 56.36099
Indiana 55.94 55.48148
Minnesota 28.24 36.08947
Alabama 55.11 62.67772
Colorado 31.48 39.36184
Alaska 29.36 38.37152
"New Mexico" 28.46 36.73153
Missouri 52.69 53.11535
Washington 37.02 37.74252
U.S. 37.9 40.8744
U.S. 34.0 37.82578
Florida 38.0 42.11794
Virginia 32.04 39.70015
U.S. 35.0 39.22414
U.S. 37.0 41.24305
Iowa 30.86 38.91349
Nevada 40.55 40.75827
"New Jersey" 33.46 34.54304
Connecticut 40.14 41.33667
Oklahoma 44.62 52.66457
Arizona 47.86 47.83099
Nebraska 45.78 54.01361
Hawaii 23.55 32.69831
U.S. 36.5 39.50846
"District of Columbia" 25.62 35.07894
"North Carolina" 41.32 48.88557
"West Virginia" 52.23 60.81046
U.S. 46.21 44.17853
Oklahoma 52.43 52.14872
Ohio 42.88 42.90158
Maryland 29.58 30.38463
Missouri 31.95 39.62048
Arizona 42.2 43.77266
U.S. 38.5 41.54782
Tennessee 48.53 49.21675
U.S. 39.1 42.26001
Arizona 33.82 41.61301
Maryland 32.11 33.2833
Idaho 35.73 44.35615
Massachusetts 31.0 32.73578
U.S. 39.0 43.33459
"New York" 35.0 37.77385
U.S. 37.6 40.68398
Nevada 35.62 43.79208
Oregon 28.11 36.19733
Maine 17.28 26.51371
U.S. 38.0 41.19111
"New Hampshire" 22.15 31.52145
Massachusetts 23.57 31.98764
Mississippi 58.52 59.48895
U.S. 47.14 43.91768
U.S. 38.9 42.02025
Vermont 18.1 27.35142
Michigan 29.9 37.66294
Minnesota 31.31 31.67043
Louisiana 59.91 60.74974
"New York" 30.11 31.19773
Georgia 44.88 52.4933
Indiana 33.29 40.93263
Maryland 26.86 34.66748
Kansas 28.56 36.82526
U.S. 32.0 37.28374
Louisiana 45.38 53.24008
U.S. 35.0 39.31071
Pennsylvania 42.0 44.689
"North Dakota" 48.83 57.93725
Colorado 43.29 42.88929
Alabama 50.6 51.4462
Massachusetts 29.86 30.73068
Kentucky 53.27 54.13682
U.S. 46.6 44.52745
Illinois 33.86 34.41686
Wisconsin 35.0 35.87873
Wisconsin 27.62 35.45303
U.S. 38.3 41.52687
"New Hampshire" 42.0 43.45336
Montana 32.2 40.90812
"New Hampshire" 44.52 45.19694
California 24.22 24.81979
"South Dakota" 34.63 43.27671
U.S. 46.17 42.93461
"New York" 32.0 35.90771
U.S. 46.72 43.49895
U.S. 39.0 41.95517
"South Dakota" 38.56 47.47102
Pennsylvania 35.75 43.39188
"New Jersey" 35.87 43.67872
Arizona 40.0 43.80672
"Rhode Island" 18.48 28.24314
U.S. 36.0 40.9362
Georgia 48.39 48.5811
Delaware 31.69 40.39451
Pennsylvania 43.81 44.04601
"South Carolina" 48.14 49.0989
U.S. 38.9 42.16213
"North Carolina" 39.0 42.80379
U.S. 45.0 47.13939
Idaho 58.08 57.99905
Kentucky 43.82 51.92028
U.S. 33.0 39.14097
Arkansas 40.6 49.00553
Wisconsin 39.67 40.27626
U.S. 46.05 42.8499
Wyoming 41.75 50.91795
U.S. 37.0 38.01395
U.S. 46.53 44.40815
Connecticut 26.44 34.83244
U.S. 37.4 40.7052
Vermont 11.42 20.96312
"South Carolina" 39.13 46.98668
Texas 48.29 48.59226
Nebraska 40.91 49.47639
Arizona 46.11 46.29103
U.S. 34.63 42.53281
Arkansas 47.62 48.60067
"New Jersey" 36.24 37.77941
Michigan 39.0 41.09173
Nevada 43.0 46.56303
Tennessee 49.08 57.16696
Ohio 35.09 42.82594
U.S. 45.68 42.50517
Florida 49.84 50.71604
Maryland 25.98 34.04107
Virginia 36.84 44.65735
Minnesota 26.85 34.86968
Ohio 43.52 43.67285
Colorado 38.55 38.55756
Oklahoma 44.56 52.91537
Alaska 37.98 47.26519
Oregon 35.01 35.80049
Nebraska 44.65 45.07619
Alabama 56.78 64.57635
Iowa 35.27 43.6027
"New Mexico" 29.96 38.56872
"North Carolina" 39.54 47.25628
Texas 42.1 49.76966
Arizona 32.1 40.05935
Missouri 44.0 45.84445
U.S. 46.61 44.44677
Colorado 28.49 36.54428
Washington 28.2 36.32016
Minnesota 35.0 37.55957
"New Hampshire" 28.86 38.53218
U.S. 46.55 43.39924
Maine 41.65 42.67363
U.S. 36.0 42.48803
Hawaii 22.49 31.92226
U.S. 47.15 43.99827
California 32.19 33.06167
"New York" 29.4 37.16823
Michigan 33.58 41.50721
"West Virginia" 48.64 57.47943
U.S. 46.77 43.62221
Nevada 33.81 42.3077
"West Virginia" 46.86 48.53044
U.S. 37.0 43.08337
U.S. 47.02 44.80663
U.S. 40.0 41.45399
Massachusetts 28.07 36.80476
U.S. 46.94 44.67645
Kansas 52.45 52.37506
Missouri 31.81 39.6384
Tennessee 49.44 50.33191
Iowa 44.18 45.08628
Indiana 55.66 55.40343
Ohio 42.0 44.66439
Mississippi 53.49 54.707
U.S. 36.0 41.46639
Mississippi 53.12 61.12061
Florida 41.33 49.04856
U.S. 47.55 44.43386
Oregon 29.77 38.14006
Illinois 30.29 38.00183
U.S. 36.4 39.74216
Michigan 43.84 43.7213
Maine 32.25 41.77409
Oklahoma 48.41 48.38724
Louisiana 50.15 58.29942
California 30.35 38.1222
U.S. 46.66 44.35164
Michigan 32.7 37.82909
Kansas 33.94 42.54171
Indiana 32.25 40.04863
U.S. 47.38 44.28962
U.S. 40.0 43.16706
Missouri 50.78 51.41026
California 33.0 35.80637
"District of Columbia" 22.16 31.92625
U.S. 46.0 47.97917
U.S. 41.0 42.5335
Idaho 49.24 49.45176
"North Dakota" 41.81 51.19812
Wisconsin 24.49 32.49212
Louisiana 56.69 57.77108
Alabama 51.54 52.62161
U.S. 36.1 39.48044
"New York" 36.0 35.75053
Maryland 28.0 29.88293
Idaho 35.94 44.8288
U.S. 35.0 39.21157
Washington 35.41 36.36653
U.S. 38.0 42.42175
Connecticut 39.13 40.61758
Nevada 34.94 35.41866
U.S. 47.26 44.89718
Kentucky 46.34 47.47053
"New Jersey" 36.19 44.16613
U.S. 40.0 43.27926
Kentucky 40.03 48.44756
U.S. 38.0 42.17978
Georgia 39.72 47.56668
"New Hampshire" 39.0 40.54074
"New Hampshire" 47.86 48.86155
U.S. 47.62 44.55161
Delaware 23.01 31.9651
U.S. 37.0 41.1953
U.S. 46.68 44.25687
Washington 24.3 32.7063
Mississippi 47.98 56.19278
Georgia 47.01 47.38455
Minnesota 32.95 33.53442
U.S. 34.5 37.91415
Pennsylvania 36.05 43.84783
"West Virginia" 47.13 56.23016
U.S. 47.77 44.73778
Pennsylvania 44.29 44.77875
Pennsylvania 35.0 40.76487
U.S. 42.0 44.88559
Michigan 38.0 36.99032
"New Hampshire" 29.0 33.76558
"West Virginia" 48.45 50.26379
Georgia 45.0 48.40702
U.S. 46.7 44.24831
Connecticut 26.41 35.15369
Ohio 32.71 40.60835
Arkansas 42.42 51.07037
U.S. 39.0 43.15659
Illinois 32.0 34.9066
"South Carolina" 45.72 46.93731
Oregon 44.0 43.68521
Arizona 45.89 46.30571
Arizona 35.0 39.45869
Mississippi 46.0 48.48472
U.S. 34.09 42.25634
Massachusetts 31.85 32.98437
U.S. 33.2 36.6446
Texas 48.89 49.38041
U.S. 47.93 44.94057
Nebraska 41.5 42.21463
"South Dakota" 25.56 34.73713
Mississippi 51.86 53.2082
Montana 33.33 42.30738
Arkansas 47.65 48.90763
U.S. 46.16 43.68611
U.S. 30.9 38.82031
Maine 39.83 41.16913
Ohio 45.5 45.9194
Colorado 28.93 37.26357
"Rhode Island" 27.03 37.01602
Oklahoma 37.06 45.65617
"South Carolina" 40.17 48.31562
"North Carolina" 37.88 45.84038
U.S. 37.0 41.13853
Michigan 31.05 39.24326
"New York" 33.0 35.37572
Wisconsin 38.16 38.9885
U.S. 41.0 42.55024
Arizona 34.56 42.78876
U.S. 48.9 45.95273
Maryland 23.56 31.93379
U.S. 46.3 43.81118
U.S. 37.0 43.77576
"North Carolina" 44.7 45.12922
Florida 43.12 50.99977
Oregon 28.36 37.07871
Texas 42.35 50.17752
Illinois 36.68 37.42963
U.S. 33.5 36.97496
Iowa 30.31 38.98701
U.S. 36.0 40.7441
Idaho 44.22 44.57606
Kansas 47.97 48.18604
Tennessee 43.66 52.06268
Louisiana 49.56 57.9336
U.S. 48.73 45.82045
Missouri 33.32 41.40417
"North Dakota" 43.01 52.60196
Oklahoma 54.42 54.67062
Connecticut 40.0 39.66901
Illinois 29.4 37.27258
Indiana 31.52 39.57131
U.S. 34.2 37.713
Massachusetts 26.0 29.98971
"New York" 28.47 29.75666
U.S. 38.0 41.50048
Alaska 28.39 37.87381
Virginia 31.32 39.39198
Iowa 39.52 40.72263
"New Mexico" 27.95 36.81997
U.S. 46.4 43.89811
Oregon 39.17 40.24931
Wisconsin 34.0 37.11257
U.S. 49.06 46.18726
Nevada 38.78 39.54221
Michigan 41.32 41.43206
"New Jersey" 33.98 42.22729
"New Hampshire" 39.45 40.60521
Nevada 33.9 42.64999
Nebraska 34.35 43.17422
Maine 17.56 27.29483
Florida 47.17 48.31004
Massachusetts 24.19 33.31582
U.S. 37.0 41.69733
"New York" 28.23 36.16286
Alabama 55.58 63.65829
Wyoming 40.77 50.13062
U.S. 34.7 38.25045
Virginia 36.87 37.46556
California 28.05 35.9871
Nebraska 49.39 50.24768
Minnesota 34.62 35.50478
Connecticut 37.43 39.21868
Indiana 55.4 55.42213
U.S. 43.0 47.06615
U.S. 48.61 45.77385
Wisconsin 27.08 35.35598
Alabama 48.14 49.4752
Missouri 46.1 47.01188
Tennessee 45.65 46.82377
Georgia 40.74 48.87447
Texas 45.87 46.89899
Mississippi 53.52 61.9464
"South Dakota" 34.67 44.04027
Idaho 36.13 45.28324
U.S. 45.29 42.80246
U.S. 33.6 37.18045
"South Carolina" 41.66 50.0295
U.S. 36.0 40.11261
Kentucky 45.34 46.74835
Arkansas 39.6 48.49689
Louisiana 50.38 51.71976
U.S. 40.0 41.41619
U.S. 48.23 45.42878
U.S. 38.0 42.03434
Pennsylvania 36.18 44.23042
U.S. 35.0 39.08739
"New Hampshire" 20.86 30.75044
Michigan 36.0 38.34225
Texas 45.36 46.11253
Minnesota 25.54 33.83537
Hawaii 22.95 32.58835
U.S. 44.84 42.37341
Vermont 9.46 19.21483
U.S. 37.0 41.06538
Kentucky 32.51 41.17337
Connecticut 25.54 34.55583
U.S. 39.0 42.99763
Minnesota 26.85 35.48533
Illinois 29.58 30.8768
Washington 25.56 34.31916
U.S. 35.4 39.00321
"District of Columbia" 24.78 34.76928
Maine 37.19 38.68011
U.S. 45.38 42.93867
U.S. 47.19 44.44421
Georgia 46.33 46.96508
Washington 32.57 33.83673
Alabama 56.17 64.46672
Arkansas 44.73 46.12731
Texas 39.7 47.78321
Massachusetts 32.51 33.98373
Florida 41.04 49.1809
Maryland 24.29 32.90607
California 24.2 25.27104
U.S. 33.61 42.10129
"New York" 29.64 31.48534
U.S. 35.2 38.82484
Ohio 34.34 42.50141
Nevada 38.33 39.23382
Illinois 29.41 37.54296
Colorado 28.53 37.20797
Nevada 41.46 50.46399
U.S. 46.34 43.92177
Kansas 47.54 47.89982
U.S. 41.0 43.86593
Kansas 26.61 35.4724
Oklahoma 42.18 51.0186
Arizona 34.6 43.16097
U.S. 38.0 42.62206
U.S. 41.0 44.1862
U.S. 36.0 42.98859
Montana 28.11 37.35849
U.S. 39.0 42.99003
Delaware 32.29 41.42696
"New York" 31.38 32.93961
Georgia 37.0 39.16087
Illinois 26.24 27.25638
Iowa 41.45 42.798
"New Jersey" 36.0 40.39194
Florida 33.1 39.20701
U.S. 46.09 43.37052
"New Mexico" 25.13 34.26299
Oklahoma 58.44 58.82925
Pennsylvania 41.77 42.44386
Wisconsin 39.27 40.39714
"West Virginia" 38.67 47.95938
Maryland 30.47 31.918
Oregon 36.58 37.95865
U.S. 34.4 38.02857
Oregon 27.93 36.91883
Idaho 49.0 50.4986
Indiana 35.57 43.93289
U.S. 36.0 40.29041
U.S. 46.5 43.80482
Arizona 44.56 45.19368
"South Carolina" 50.04 51.39154
Missouri 40.0 42.01346
Massachusetts 23.46 32.88879
Tennessee 44.62 53.2673
Indiana 47.0 48.35111
Missouri 31.19 39.58958
"New York" 31.36 39.55951
U.S. 47.09 44.67274
"North Carolina" 39.03 47.29139
Louisiana 51.78 60.3793
California 30.0 31.09723
Louisiana 48.16 49.63407
Virginia 29.32 37.70596
California 26.36 34.56419
U.S. 45.52 42.85416
U.S. 42.0 47.33557
Florida 42.0 43.05259
Michigan 29.24 37.76135
Ohio 45.95 46.56481
Louisiana 52.0 53.58529
Missouri 41.13 42.27776
"New Jersey" 33.11 41.69166
"North Carolina" 43.83 44.45295
Indiana 54.13 54.38599
U.S. 34.6 38.24638
U.S. 51.0 51.48852
Florida 44.6 45.93354
U.S. 37.0 41.80786
Kansas 26.88 36.00485
U.S. 39.0 42.98325
U.S. 47.77 45.35571
California 26.06 27.69052
U.S. 45.13 42.49142
U.S. 36.0 36.34482
U.S. 39.0 42.77573
U.S. 34.0 38.84969
U.S. 35.0 38.65933
Iowa 32.81 41.75376
Colorado 39.74 40.04398
Georgia 43.94 52.29743
U.S. 38.0 41.78963
Nebraska 38.25 47.3338
Pennsylvania 45.28 46.48677
Wisconsin 29.07 37.68368
U.S. 47.7 45.31736
U.S. 45.46 42.85463
Tennessee 42.91 44.31983
Connecticut 26.51 35.79982
U.S. 35.4 39.06862
"New Jersey" 33.54 35.3755
U.S. 47.22 44.86312
Michigan 42.49 42.81683
Minnesota 33.97 35.10362
Massachusetts 29.58 31.32953
Washington 26.91 35.94255
Virginia 36.67 37.5461
Wisconsin 37.0 36.06328
Kentucky 39.74 48.65087
U.S. 38.0 41.98571
Pennsylvania 34.57 42.9319
Michigan 33.0 36.00921
"South Carolina" 39.4 47.99489
Alabama 54.53 55.99803
U.S. 43.0 43.85121
Idaho 40.41 49.75517
Ohio 38.71 39.8769
U.S. 40.0 44.02427
Washington 33.48 35.00238
Ohio 39.0 39.38198
U.S. 39.0 40.29755
Georgia 44.0 44.17112
U.S. 41.0 45.0645
U.S. 38.0 41.99142
U.S. 46.05 43.47635
U.S. 47.41 45.07511
Connecticut 36.71 38.64545
U.S. 34.0 39.11485
California 25.03 26.37442
Ohio 35.47 43.9558
U.S. 35.3 38.9705
Mississippi 52.99 61.57143
U.S. 40.0 44.11
"New York" 28.83 37.35833
U.S. 32.68 41.42306
Texas 47.0 45.78281
Nevada 35.73 44.91833
U.S. 46.11 43.56381
U.S. 47.22 44.92128
Arizona 38.0 40.11317
Georgia 46.04 46.8964
Pennsylvania 43.29 44.22292
Texas 39.55 47.9485
"New York" 36.0 35.68601
U.S. 37.0 41.82733
Kentucky 47.01 48.55828
