Id,MSZoning,LotArea,LotShape,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageArea,GarageCond,YrSold,SalePrice
2345,RL,8778,Reg,5,2006,Gable,PConc,1302.0,GasA,SBrkr,1830,Gd,7,BuiltIn,2006.0,859.0,TA,2007,176334.1847
2346,FV,8640,Reg,5,2007,Gable,PConc,1338.0,GasA,SBrkr,1338,Gd,6,Attchd,2007.0,598.0,TA,2007,184901.7358
2347,FV,9000,Reg,5,2006,Gable,PConc,1335.0,GasA,SBrkr,1335,Gd,6,Attchd,2007.0,575.0,TA,2007,180085.7669
2348,FV,8640,Reg,5,2007,Gable,PConc,896.0,GasA,SBrkr,1792,Gd,8,Attchd,2007.0,590.0,TA,2007,184901.7358
2349,FV,10411,Reg,5,2007,Gable,CBlock,725.0,GasA,SBrkr,1588,Gd,8,Attchd,2007.0,561.0,TA,2007,183967.5615
2350,FV,12217,IR1,5,2007,Hip,PConc,955.0,GasA,SBrkr,1880,Ex,8,Attchd,2007.0,880.0,TA,2007,193046.3016
2351,FV,10440,Reg,5,2007,Gable,PConc,1574.0,GasA,SBrkr,1584,Ex,6,Attchd,2007.0,594.0,TA,2007,168538.9695
2352,FV,11824,IR1,5,2006,Gable,PConc,1685.0,GasA,SBrkr,1685,Gd,5,Attchd,2006.0,658.0,TA,2007,170157.842
2353,FV,10625,Reg,5,2004,Gable,PConc,1158.0,GasA,SBrkr,2443,Gd,9,BuiltIn,2004.0,744.0,TA,2007,196559.7093
2356,RL,12450,Reg,5,2003,Gable,PConc,1094.0,GasA,SBrkr,1094,Gd,6,Detchd,2004.0,576.0,TA,2007,185770.6066
2357,RL,7441,IR1,5,2006,Gable,PConc,1461.0,GasA,SBrkr,1486,Gd,7,Attchd,2006.0,566.0,TA,2007,177017.5951
2358,RL,11613,IR2,5,1993,Gable,PConc,864.0,GasA,SBrkr,1820,Gd,7,Attchd,1993.0,492.0,TA,2007,184123.3585
2359,RL,8012,Reg,5,1980,Gable,CBlock,630.0,GasA,SBrkr,1266,TA,5,Attchd,1980.0,283.0,TA,2007,165970.3575
2360,RL,6285,Reg,5,1977,Gable,CBlock,894.0,GasA,SBrkr,894,TA,5,Detchd,1979.0,308.0,TA,2007,158151.985
2361,RL,7476,Reg,7,1968,Gable,CBlock,1040.0,GasA,SBrkr,1040,TA,5,Detchd,1991.0,686.0,TA,2007,177086.4764
2362,RL,19522,IR1,5,1990,Gable,PConc,1223.0,GasA,SBrkr,2503,Gd,7,Attchd,1990.0,564.0,TA,2007,196373.8962
2363,RL,10751,IR1,5,1974,Gable,CBlock,1037.0,GasA,SBrkr,1037,TA,5,Attchd,1974.0,431.0,TA,2007,172465.7071
2364,RL,12712,IR1,7,1973,Gable,CBlock,1044.0,GasA,SBrkr,1055,Gd,5,Attchd,1973.0,542.0,TA,2007,168590.7824
2365,FV,4379,IR1,5,2004,Gable,PConc,1378.0,GasA,SBrkr,1378,Gd,6,Attchd,2004.0,540.0,TA,2007,158820.4742
2366,FV,3523,IR1,5,2006,Gable,PConc,1141.0,GasA,SBrkr,1151,Gd,5,Attchd,2006.0,484.0,TA,2007,151611.3706
2367,FV,3784,IR1,5,2006,Gable,PConc,1511.0,GasA,SBrkr,1565,Gd,5,Attchd,2006.0,476.0,TA,2007,152125.0286
2368,FV,3606,Reg,5,2006,Gable,PConc,1352.0,GasA,SBrkr,1352,Gd,5,Attchd,2006.0,466.0,TA,2007,158404.0731
2369,FV,5330,IR2,5,2006,Gable,PConc,1550.0,GasA,SBrkr,1550,Gd,5,Attchd,2007.0,528.0,TA,2007,160692.0786
2370,FV,2280,Reg,5,1999,Gable,PConc,744.0,GasA,SBrkr,1501,TA,6,Detchd,1999.0,440.0,TA,2007,170175.2268
2371,FV,2117,Reg,5,2000,Gable,PConc,756.0,GasA,SBrkr,1573,Gd,4,Detchd,2000.0,440.0,TA,2007,169854.4366
2372,FV,7321,IR1,5,1999,Gable,PConc,1339.0,GasA,SBrkr,1358,Gd,5,Detchd,1999.0,625.0,TA,2007,183410.7858
2373,FV,8010,IR1,5,2003,Hip,PConc,1054.0,GasA,SBrkr,2048,Gd,8,Detchd,2003.0,552.0,TA,2007,180347.194
2374,FV,8413,IR1,5,1998,Gable,PConc,1220.0,GasA,SBrkr,2362,Gd,8,Attchd,1998.0,1105.0,TA,2007,178930.5284
2375,RL,9466,IR2,5,1994,Gable,PConc,1494.0,GasA,SBrkr,1494,Gd,5,Attchd,1994.0,478.0,TA,2007,153346.2201
2376,RL,12000,Reg,6,1980,Hip,CBlock,2002.0,GasA,SBrkr,2362,Gd,8,Attchd,1980.0,546.0,TA,2007,182675.2043
2377,RL,17778,IR1,5,1981,Hip,CBlock,2461.0,GasA,SBrkr,2497,Gd,7,Attchd,1981.0,676.0,TA,2007,180770.6498
2378,RL,11700,Reg,6,1968,Gable,CBlock,912.0,GasA,SBrkr,1152,TA,7,Attchd,1968.0,412.0,TA,2007,188714.1481
2379,RL,8000,Reg,6,1970,Gable,CBlock,1008.0,GasA,SBrkr,2411,TA,8,Attchd,1970.0,570.0,TA,2007,191393.6086
2380,RL,8723,IR1,6,1969,Gable,PConc,973.0,GasA,SBrkr,1082,TA,6,Attchd,1969.0,480.0,TA,2007,174016.1575
2381,RL,11700,Reg,5,1968,Gable,PConc,1295.0,GasA,SBrkr,1295,TA,6,Attchd,1968.0,528.0,TA,2007,183189.6853
2382,RL,11358,IR1,7,1972,Hip,CBlock,1124.0,GasA,SBrkr,1610,Gd,8,Attchd,1972.0,515.0,TA,2007,183621.5088
2383,RL,9547,Reg,6,1993,Gable,PConc,1594.0,GasA,SBrkr,1594,Gd,6,Attchd,1993.0,472.0,TA,2007,168991.2964
2384,RL,10530,Reg,6,1993,Gable,PConc,1148.0,GasA,SBrkr,2075,Gd,8,Attchd,1993.0,473.0,TA,2007,185306.6507
2385,RL,10738,IR1,7,1966,Hip,CBlock,1093.0,GasA,SBrkr,1093,TA,6,Attchd,1966.0,484.0,TA,2007,189030.6803
2386,RL,10800,Reg,5,1963,Gable,CBlock,1052.0,GasA,SBrkr,1052,TA,6,Attchd,1963.0,311.0,TA,2007,179208.6657
2387,RL,8050,Reg,6,1967,Gable,CBlock,949.0,GasA,SBrkr,1107,Gd,5,Attchd,1967.0,308.0,TA,2007,174901.4528
2388,RL,10899,IR1,5,1964,Gable,Slab,0.0,GasA,SBrkr,1224,TA,8,CarPort,1964.0,530.0,TA,2007,168337.4065
2389,RL,7450,IR1,5,1956,Hip,CBlock,894.0,GasA,SBrkr,1074,Gd,6,Detchd,1966.0,396.0,TA,2007,158234.9646
2390,RL,14357,IR1,5,1961,Hip,CBlock,864.0,GasA,SBrkr,1187,TA,6,Attchd,1961.0,440.0,TA,2007,179562.4534
2391,RL,8243,IR1,7,1961,Gable,CBlock,964.0,GasA,SBrkr,964,TA,5,Detchd,1985.0,784.0,TA,2007,174176.3916
2392,RL,8680,Reg,7,1960,Hip,CBlock,894.0,GasA,SBrkr,894,TA,5,Detchd,1965.0,312.0,TA,2007,173931.5318
2393,RL,8800,Reg,6,1966,Hip,CBlock,1174.0,GasA,SBrkr,1200,TA,6,Attchd,1966.0,440.0,TA,2007,184111.7294
2394,RL,9200,Reg,5,1965,Gable,CBlock,1042.0,GasA,SBrkr,1042,TA,5,Attchd,1965.0,440.0,TA,2007,179374.482
2395,RL,8800,Reg,7,1964,Gable,CBlock,845.0,GasA,SBrkr,2154,TA,8,Attchd,1964.0,539.0,TA,2007,207348.8119
2396,RL,11382,IR1,5,1964,Gable,CBlock,1130.0,GasA,SBrkr,1374,TA,7,Attchd,1964.0,286.0,TA,2007,186983.4193
2397,RL,22002,Reg,7,1959,Gable,CBlock,1592.0,GasA,SBrkr,1652,Gd,6,Attchd,1959.0,510.0,TA,2007,206779.094
2398,RL,12172,Reg,7,1940,Gable,PConc,822.0,GasA,SBrkr,908,TA,4,Attchd,1975.0,512.0,TA,2007,177472.0747
2401,RL,5175,Reg,8,1958,Gable,CBlock,808.0,GasA,SBrkr,808,TA,5,Detchd,1963.0,308.0,TA,2007,160387.0327
2402,RL,9600,Reg,6,1955,Hip,CBlock,1078.0,GasA,SBrkr,1150,TA,6,Attchd,1955.0,288.0,TA,2007,172410.2801
2403,RL,8668,Reg,5,1968,Gable,CBlock,1560.0,GasA,SBrkr,1560,TA,8,Detchd,1968.0,792.0,TA,2007,191603.3657
2404,RL,10050,IR1,6,1966,Gable,CBlock,793.0,GasA,SBrkr,1280,TA,6,Basment,1966.0,432.0,TA,2007,182152.2072
2405,RL,9600,IR1,5,1961,Hip,CBlock,1218.0,GasA,SBrkr,1254,TA,6,Attchd,1961.0,525.0,TA,2007,180161.6973
2406,RL,8760,Reg,7,1957,Gable,CBlock,936.0,GasA,SBrkr,936,Gd,4,Attchd,1957.0,315.0,TA,2007,169652.2353
2407,RL,6860,IR1,6,1956,Gable,CBlock,1008.0,GasA,SBrkr,1008,Fa,6,Detchd,1964.0,308.0,TA,2007,182503.5201
2408,RL,8250,Reg,7,1963,Gable,CBlock,1053.0,GasA,SBrkr,1053,Gd,6,2Types,1994.0,692.0,TA,2007,179714.6307
2409,RL,9100,Reg,5,1960,Hip,CBlock,1144.0,GasA,SBrkr,1144,TA,6,Attchd,1960.0,336.0,TA,2007,180282.5707
2410,RL,9736,Reg,6,1957,Gable,CBlock,1331.0,GasA,SBrkr,1721,TA,8,Attchd,1957.0,464.0,TA,2007,192600.3381
2411,RL,9770,Reg,5,1957,Gable,CBlock,922.0,GasA,FuseA,922,TA,5,Attchd,1957.0,308.0,TA,2007,166115.4912
2412,RL,12198,IR1,6,1955,Gable,CBlock,1204.0,GasA,SBrkr,1411,TA,7,Attchd,1955.0,310.0,TA,2007,186379.5535
2413,RL,10050,Reg,5,1955,Hip,CBlock,1216.0,GasA,SBrkr,1216,TA,5,Attchd,1955.0,336.0,TA,2007,184361.9923
2414,RL,11556,Reg,9,1953,Gable,CBlock,864.0,GasA,SBrkr,1154,Ex,6,Detchd,1962.0,336.0,TA,2007,186220.9655
2415,RL,8078,Reg,5,1958,Hip,CBlock,1560.0,GasA,SBrkr,1560,TA,8,Detchd,1958.0,484.0,TA,2007,198176.4709
2416,RL,10950,Reg,6,1952,Hip,CBlock,948.0,GasA,SBrkr,948,TA,5,Detchd,1952.0,410.0,TA,2007,168437.7765
2417,RL,7942,Reg,7,1953,Hip,CBlock,1040.0,GasA,FuseF,1040,TA,6,Attchd,1953.0,293.0,TA,2007,178003.5823
2418,RL,8540,Reg,8,1956,Gable,CBlock,925.0,GasA,SBrkr,925,Gd,5,Detchd,1956.0,252.0,TA,2007,179180.4692
2419,RL,7150,Reg,4,1955,Gable,PConc,1190.0,GasA,SBrkr,1540,Fa,7,Detchd,2002.0,352.0,TA,2007,191930.5611
2420,RL,8400,Reg,5,1955,Gable,CBlock,923.0,GasA,SBrkr,925,TA,5,Attchd,1955.0,390.0,TA,2007,175590.2662
2421,RL,9532,Reg,6,1953,Gable,CBlock,1105.0,GasA,SBrkr,1647,TA,6,Attchd,1953.0,280.0,TA,2007,176713.1931
2422,RL,15783,Reg,5,1952,Gable,CBlock,924.0,GasA,SBrkr,924,TA,6,Detchd,1952.0,420.0,TA,2007,180159.0909
2424,RL,12099,IR1,6,1953,Gable,CBlock,1216.0,GasA,SBrkr,1728,TA,7,Attchd,1953.0,371.0,TA,2007,186184.7177
2425,RL,21281,Reg,4,1935,Gable,BrkTil,666.0,GasA,SBrkr,3086,Gd,9,BuiltIn,2007.0,1200.0,TA,2007,223055.5887
2426,RL,10284,Reg,7,1925,Gable,CBlock,1151.0,GasA,SBrkr,1281,TA,6,Detchd,1978.0,580.0,TA,2007,158270.7531
2428,RL,10090,IR1,5,1963,Gable,CBlock,725.0,GasA,SBrkr,1651,TA,6,BuiltIn,1963.0,276.0,TA,2007,199926.379
2429,RL,8700,IR1,7,1961,Gable,CBlock,920.0,GasA,SBrkr,888,TA,5,Attchd,1961.0,240.0,TA,2007,175075.7852
2430,RL,8300,IR1,6,1968,Gable,CBlock,952.0,GasA,SBrkr,952,TA,5,Attchd,1968.0,288.0,TA,2007,180917.9251
2431,RL,7200,Reg,3,1950,Gable,CBlock,864.0,GasA,FuseA,1238,TA,6,Attchd,1950.0,357.0,TA,2007,182067.7606
2432,RL,7500,Reg,7,1959,Hip,CBlock,1040.0,GasA,SBrkr,1040,Gd,6,Attchd,1959.0,286.0,TA,2007,178238.6019
2433,RL,7315,Reg,6,1958,Hip,CBlock,1170.0,GasA,SBrkr,1170,TA,6,Attchd,1958.0,338.0,TA,2007,173454.9446
2434,RL,7903,Reg,5,1960,Hip,CBlock,1242.0,GasA,FuseA,1242,TA,6,Attchd,1960.0,324.0,TA,2007,176821.9363
2435,RL,8000,Reg,5,1960,Hip,CBlock,1377.0,GasA,SBrkr,1377,TA,6,Attchd,1965.0,351.0,TA,2007,183642.1913
2436,RL,7000,Reg,6,1961,Gable,Slab,0.0,GasA,SBrkr,925,TA,7,Attchd,1961.0,300.0,TA,2007,177254.5827
2437,RL,6600,Reg,5,1962,Hip,CBlock,864.0,GasA,SBrkr,864,TA,5,Detchd,1962.0,294.0,TA,2007,168715.9501
2438,RL,6760,Reg,5,1962,Gable,CBlock,896.0,GasA,SBrkr,936,TA,6,Attchd,1962.0,288.0,TA,2007,180096.9312
2439,RM,6978,Reg,7,1926,Gable,BrkTil,850.0,GasA,SBrkr,960,TA,5,Detchd,1981.0,576.0,TA,2007,160620.7282
2440,RM,6000,Reg,6,1927,Gable,BrkTil,845.0,GasA,SBrkr,1296,TA,6,Detchd,1980.0,576.0,TA,2007,175286.5444
2441,RM,4480,Reg,5,1922,Gable,PConc,1022.0,GasA,FuseF,1022,Fa,4,Detchd,1922.0,184.0,Fa,2007,153494.7833
2442,RM,3153,Reg,6,1920,Gable,BrkTil,967.0,GasA,SBrkr,967,TA,5,Detchd,1920.0,180.0,TA,2007,156407.6592
2443,RM,7200,Reg,8,1940,Gable,CBlock,808.0,GasA,SBrkr,1072,TA,5,Detchd,1940.0,379.0,TA,2007,162162.5252
2444,RM,9000,Reg,8,1900,Gable,BrkTil,680.0,GasA,SBrkr,1174,Gd,6,Detchd,2000.0,576.0,TA,2007,166809.8868
2445,RM,5925,Reg,6,1900,Gable,BrkTil,570.0,GasA,SBrkr,1141,TA,6,Detchd,1930.0,252.0,Fa,2007,172929.1564
2446,RM,9639,Reg,8,1900,Gable,PConc,1075.0,GasA,SBrkr,1798,TA,7,Detchd,1935.0,342.0,TA,2007,193514.3309
2447,RM,10337,IR1,9,1910,Hip,BrkTil,725.0,GasA,SBrkr,1772,Gd,7,Detchd,1992.0,816.0,TA,2007,181612.1416
2448,RM,9863,Reg,6,1927,Gambrel,BrkTil,728.0,GasA,SBrkr,1642,TA,9,Detchd,1927.0,374.0,TA,2007,191745.3864
2449,RM,4571,Reg,7,1910,Gable,BrkTil,616.0,GasA,SBrkr,1232,TA,6,Detchd,1920.0,480.0,Fa,2007,171369.325
2450,RM,8398,Reg,8,1910,Gable,CBlock,926.0,GasA,SBrkr,1650,TA,6,Detchd,1979.0,468.0,TA,2007,184425.4706
2451,RM,3600,Reg,7,1930,Gambrel,BrkTil,687.0,GasA,SBrkr,1358,Gd,6,Detchd,2004.0,336.0,TA,2007,170563.2524
2452,RM,13500,Reg,8,1879,Gable,PConc,819.0,GasA,FuseA,2454,TA,8,Attchd,1950.0,576.0,TA,2007,184522.3692
2453,RM,8626,Reg,6,1956,Gable,CBlock,0.0,GasA,SBrkr,968,TA,5,Attchd,1956.0,331.0,TA,2007,164968.9479
2454,RM,11800,Reg,7,1949,Gable,Slab,0.0,GasA,SBrkr,1382,TA,6,Attchd,1957.0,384.0,TA,2007,157939.6216
2455,RL,6854,Reg,7,1925,Gable,PConc,756.0,GasA,FuseA,1060,TA,6,Detchd,1969.0,308.0,TA,2007,151520.3816
2456,RM,8674,Reg,6,1950,Gable,CBlock,910.0,GasA,SBrkr,1435,TA,6,Detchd,1950.0,308.0,TA,2007,176129.5087
2457,RM,6125,Reg,7,1939,Gable,CBlock,728.0,GasA,SBrkr,1274,TA,6,Detchd,1939.0,224.0,TA,2007,171112.979
2458,RM,6000,Reg,6,1939,Gable,CBlock,600.0,GasA,SBrkr,1232,TA,6,Attchd,1939.0,217.0,TA,2007,169762.0816
2459,RM,6120,Reg,7,1939,Gable,BrkTil,884.0,GasA,SBrkr,884,TA,5,Detchd,1939.0,240.0,TA,2007,162246.8289
2460,RM,6240,Reg,5,1938,Gable,BrkTil,861.0,GasA,SBrkr,1409,TA,6,Detchd,1968.0,528.0,TA,2007,171339.3034
2461,RM,6240,Reg,8,1939,Gable,BrkTil,672.0,GasA,SBrkr,1322,TA,7,Detchd,1939.0,280.0,TA,2007,189034.7537
2462,RM,6240,Reg,7,1930,Gable,BrkTil,966.0,GasA,SBrkr,1426,TA,6,Detchd,1930.0,230.0,TA,2007,175758.8736
2463,RM,6120,Reg,6,1926,Gable,BrkTil,756.0,GasA,FuseA,1281,Gd,6,Detchd,1926.0,379.0,TA,2007,163351.7215
2464,RM,7755,Reg,8,1918,Gable,CBlock,1100.0,GasA,FuseA,2264,TA,8,Detchd,1950.0,408.0,TA,2007,189806.5466
2465,RL,8850,Reg,7,1920,Gable,PConc,768.0,GasA,SBrkr,1376,Gd,7,Detchd,1977.0,576.0,TA,2007,175370.9909
2466,RL,8550,Reg,5,1926,Gable,PConc,750.0,GasA,SBrkr,1316,TA,7,Detchd,1965.0,576.0,TA,2007,196895.5999
2467,RM,5700,IR1,6,1929,Gable,BrkTil,672.0,GasA,FuseA,1344,Gd,6,Attchd,1979.0,456.0,TA,2007,176905.918
2468,RM,5680,Reg,4,1901,Gable,CBlock,592.0,GasA,FuseA,1173,TA,7,Detchd,1920.0,240.0,Fa,2007,176866.5572
2469,RM,5680,Reg,3,1901,Gable,CBlock,969.0,GasA,FuseA,1214,TA,6,Detchd,1920.0,216.0,TA,2007,163590.6772
2470,RM,13200,Reg,6,1963,Gable,CBlock,741.0,GasA,SBrkr,2294,TA,9,Attchd,1963.0,658.0,TA,2007,212693.503
2471,RM,9780,Reg,9,1950,Gable,CBlock,976.0,GasA,SBrkr,1952,Gd,8,Detchd,1950.0,299.0,TA,2007,192686.9317
2472,RM,10320,Reg,5,1915,Gable,CBlock,1138.0,GasA,SBrkr,2180,TA,7,Detchd,2006.0,720.0,TA,2007,181578.685
2473,RM,4330,Reg,6,1958,Gable,BrkTil,808.0,GasA,SBrkr,1315,TA,5,Detchd,1958.0,436.0,TA,2007,166475.4576
2474,RM,10320,Reg,1,1910,Gable,CBlock,771.0,GasA,SBrkr,1484,TA,6,Detchd,1910.0,264.0,Fa,2007,185998.2552
2475,RL,12888,Reg,8,1937,Gable,CBlock,1005.0,GasA,SBrkr,2267,TA,7,Attchd,1937.0,498.0,TA,2007,185527.7149
2476,RL,4484,IR1,6,1942,Gable,CBlock,672.0,GasA,SBrkr,1282,TA,4,Detchd,1942.0,240.0,TA,2007,159027.1182
2477,RL,11235,Reg,5,1963,Gable,CBlock,925.0,GasA,SBrkr,999,TA,6,Detchd,1963.0,308.0,TA,2007,181169.6549
2478,RL,11235,Reg,5,1964,Gable,CBlock,1420.0,GasA,SBrkr,1452,TA,6,Detchd,1964.0,572.0,TA,2007,176732.9153
2479,RL,14299,Reg,3,1964,Gable,CBlock,1005.0,GasA,SBrkr,1005,TA,5,Detchd,1964.0,440.0,TA,2007,191619.2946
2480,RL,14149,IR1,8,1964,Hip,CBlock,980.0,GasA,SBrkr,1020,TA,5,Detchd,1970.0,528.0,TA,2007,189114.3038
2481,RL,11677,IR1,4,1966,Gable,CBlock,1040.0,GasA,SBrkr,1040,TA,6,Attchd,1966.0,264.0,TA,2007,180934.6353
2482,RL,8425,Reg,6,1971,Gable,CBlock,768.0,GasA,SBrkr,868,TA,6,Detchd,1989.0,576.0,TA,2007,164573.3722
2483,RL,8665,IR1,5,1968,Gable,CBlock,876.0,GasA,SBrkr,897,TA,5,Attchd,1968.0,264.0,TA,2007,173902.0113
2484,RL,8398,IR1,5,1967,Gable,CBlock,943.0,GasA,SBrkr,943,TA,5,Detchd,1972.0,528.0,TA,2007,165625.1277
2485,RL,8169,Reg,7,1966,Gable,CBlock,912.0,GasA,SBrkr,912,Gd,6,Detchd,1966.0,315.0,TA,2007,179555.2196
2486,RL,14175,Reg,5,1956,Hip,CBlock,1240.0,GasA,SBrkr,1375,TA,6,Attchd,1956.0,323.0,TA,2007,196899.7207
2487,RL,16779,Reg,4,1920,Gable,CBlock,671.0,GasA,SBrkr,2654,TA,11,Attchd,1946.0,638.0,TA,2007,207566.1247
2488,RL,6960,Reg,8,1940,Gable,BrkTil,680.0,GasA,FuseA,1302,Gd,6,Attchd,1940.0,224.0,TA,2007,163899.9811
2489,RL,11375,Reg,5,1954,Gable,CBlock,967.0,GasA,SBrkr,1299,Gd,6,Attchd,1954.0,494.0,TA,2007,189179.4282
2490,RL,13770,Reg,6,1958,Gable,CBlock,1158.0,GasA,SBrkr,1176,TA,6,Attchd,1958.0,303.0,TA,2007,193892.88
2491,RL,9000,Reg,7,1945,Gable,Slab,0.0,GasA,FuseA,998,TA,5,2Types,1952.0,460.0,TA,2007,178980.8743
2492,RL,11075,Reg,5,1984,Hip,PConc,1190.0,GasA,SBrkr,1522,TA,7,Attchd,1984.0,552.0,TA,2007,179749.8762
2493,RL,17541,IR1,7,1948,Hip,CBlock,409.0,GasA,SBrkr,1325,Gd,6,Detchd,1996.0,576.0,TA,2007,197999.675
2494,RL,22692,IR1,5,1953,Gable,CBlock,1073.0,GasA,SBrkr,1630,TA,6,Detchd,1953.0,649.0,TA,2007,203717.4703
2495,RL,17808,Reg,5,1946,Gable,CBlock,484.0,GasA,SBrkr,1242,TA,4,Attchd,1946.0,336.0,TA,2007,185249.2612
2496,RL,12671,IR1,7,1954,Hip,CBlock,1288.0,GasA,SBrkr,2422,Gd,6,Attchd,1954.0,527.0,TA,2007,201691.2083
2497,RL,10512,Reg,6,1954,Gable,CBlock,988.0,GasA,SBrkr,1626,Gd,6,Attchd,1954.0,332.0,TA,2007,181956.5483
2498,RL,5400,Reg,5,1958,Gable,CBlock,864.0,GasA,SBrkr,864,TA,6,Attchd,1958.0,399.0,TA,2007,171895.9363
2499,RL,11515,IR1,5,1958,Gable,Slab,0.0,GasA,SBrkr,943,Gd,5,Detchd,1958.0,308.0,TA,2007,187245.1684
2500,RL,3869,Reg,6,1984,Gable,CBlock,1038.0,GasA,SBrkr,1038,TA,5,Attchd,1984.0,264.0,TA,2007,157816.7746
2501,RL,9280,Reg,6,1951,Gable,CBlock,1342.0,GasA,SBrkr,1342,TA,7,Detchd,1951.0,256.0,TA,2007,191702.9126
2502,RL,11100,Reg,6,1951,Gable,PConc,1080.0,GasA,SBrkr,1480,TA,7,Attchd,1951.0,253.0,TA,2007,198599.42
2503,RL,7550,Reg,5,1920,Gambrel,BrkTil,951.0,GasW,SBrkr,1362,TA,7,Detchd,1920.0,280.0,TA,2007,187193.3137
2504,RL,23920,Reg,5,1984,Gable,CBlock,1105.0,GasA,SBrkr,1822,Gd,7,Attchd,1984.0,515.0,TA,2007,220514.994
2505,RL,9317,Reg,5,1994,Gable,PConc,779.0,GasA,SBrkr,1958,Gd,7,Attchd,1994.0,499.0,TA,2007,181814.5276
2506,RL,9178,Reg,5,2007,Gable,PConc,1643.0,GasA,SBrkr,1651,Gd,7,Attchd,2007.0,870.0,TA,2007,183750.7554
2507,RL,10481,IR1,5,2006,Hip,PConc,2140.0,GasA,SBrkr,2140,Gd,8,Attchd,2006.0,894.0,TA,2007,183000.4317
2508,RL,10235,IR1,5,2007,Gable,PConc,1643.0,GasA,SBrkr,1651,Gd,7,Attchd,2007.0,870.0,TA,2007,185830.9719
2509,RL,11750,IR1,5,2005,Gable,PConc,1546.0,GasA,SBrkr,1546,Gd,7,Attchd,2005.0,796.0,TA,2007,185497.8723
2510,RL,8760,Reg,5,2006,Gable,PConc,1489.0,GasA,SBrkr,1500,Gd,7,Attchd,2005.0,674.0,TA,2007,179613.4377
2511,RL,7242,Reg,5,2005,Gable,PConc,1270.0,GasA,SBrkr,1270,Gd,6,Attchd,2005.0,524.0,TA,2007,164454.968
2512,RL,9316,Reg,5,2005,Gable,PConc,879.0,GasA,SBrkr,1795,Gd,7,Attchd,2005.0,578.0,TA,2007,185127.2372
2513,RL,8883,IR1,5,1988,Gable,PConc,929.0,GasA,SBrkr,1873,Gd,7,Attchd,1988.0,619.0,TA,2007,178750.6138
2514,RL,20064,IR1,6,1976,Shed,CBlock,966.0,GasA,SBrkr,1743,Gd,5,Attchd,1976.0,529.0,TA,2007,160927.6104
2515,RL,14217,IR2,5,1994,Gable,PConc,1022.0,GasA,SBrkr,1022,TA,6,Detchd,1995.0,747.0,TA,2007,192562.8081
2516,RL,10021,IR1,6,1997,Gable,PConc,635.0,GasA,SBrkr,1308,Gd,6,Attchd,1997.0,497.0,TA,2007,180990.2415
2517,RL,8428,IR2,7,1994,Gable,PConc,990.0,GasA,SBrkr,990,TA,5,Detchd,1995.0,384.0,TA,2007,180064.9415
2518,RL,16561,IR2,5,1996,Gable,PConc,1097.0,GasA,SBrkr,1097,TA,6,Attchd,1996.0,242.0,TA,2007,196070.9974
2519,RL,10820,IR2,5,1999,Gable,PConc,988.0,GasA,SBrkr,1873,Gd,7,Attchd,1999.0,597.0,TA,2007,180352.919
2520,RL,12352,IR2,5,1998,Gable,PConc,853.0,GasA,SBrkr,1753,TA,7,Attchd,1998.0,534.0,TA,2007,183367.9538
2521,RL,9543,IR1,5,2001,Gable,PConc,845.0,GasA,SBrkr,1690,Gd,7,Attchd,2001.0,517.0,TA,2007,176734.8415
2522,RL,8826,Reg,5,2000,Gable,PConc,985.0,GasA,SBrkr,1842,Gd,7,Attchd,2000.0,486.0,TA,2007,180848.2208
2523,RL,11800,IR1,5,1974,Gable,CBlock,864.0,GasA,SBrkr,894,TA,5,Attchd,1974.0,440.0,TA,2007,187806.0594
2524,RL,8660,IR1,5,1976,Gable,CBlock,1015.0,GasA,SBrkr,1025,TA,6,Detchd,1979.0,370.0,TA,2007,180521.5264
2525,RL,9720,Reg,7,1977,Gable,CBlock,995.0,GasA,SBrkr,1009,TA,6,Detchd,1977.0,576.0,TA,2007,181502.7545
2526,RL,8982,IR1,5,1977,Gable,CBlock,1040.0,GasA,SBrkr,1040,TA,5,Detchd,1977.0,748.0,TA,2007,174525.8794
2527,RL,16300,IR1,4,1977,Gable,CBlock,876.0,GasA,SBrkr,907,TA,5,Attchd,1977.0,308.0,TA,2007,188927.9841
2528,RL,9675,Reg,6,1975,Hip,CBlock,864.0,GasA,SBrkr,879,TA,5,Attchd,1975.0,440.0,TA,2007,184728.8704
2529,RL,7200,Reg,5,1972,Gable,CBlock,864.0,GasA,SBrkr,864,Ex,5,Detchd,1977.0,576.0,Ex,2007,179857.9755
2530,RL,7200,Reg,8,1972,Gable,CBlock,385.0,GasA,SBrkr,875,Gd,5,Detchd,1975.0,728.0,TA,2007,180962.8681
2531,RL,11354,Reg,5,2000,Gable,PConc,1673.0,GasA,SBrkr,1673,Gd,7,Attchd,2000.0,583.0,TA,2007,179194.0664
2532,RL,8749,Reg,5,2003,Gable,PConc,979.0,GasA,SBrkr,1932,Gd,7,Attchd,2003.0,610.0,TA,2007,179591.7893
2533,RL,8158,Reg,5,2002,Gable,PConc,860.0,GasA,SBrkr,1729,Gd,7,Attchd,2002.0,542.0,TA,2007,180638.4637
2534,RL,11927,Reg,5,1994,Hip,PConc,1556.0,GasA,SBrkr,1592,Gd,7,Attchd,1994.0,484.0,TA,2007,185846.2151
